,image_local_name,hashtags,deep_features,id,features
63,c7e672b1-5803-4c4e-bb13-d524cb40f1a0.jpg,"['#health', '#doublechinforthewin', '#likeforfollow', '#fitnesstrainer', '#instadaily', '#likeforlikes', '#lipoma', '#doublechinremoval', '#fitness', '#igers', '#fitnessmotivation', '#healthy', '#healthylife', '#westlakevillage', '#igdaily', '#instalike', '#usa', '#doublechinexercises', '#healthylifestyle', '#instagood', '#doublechin', '#nonsurgical', '#igsneakercommunity', '#instagram', '#california', '#unitedstates', '#igtv', '#lipomawand']",[0.        0.        1.5527017 ... 1.8775378 3.22909   2.2726612],63,"[0.7208500504493713, 0.10602696239948273, 0.025406695902347565, 0.25856995582580566, 0.7186558842658997, -0.038513652980327606, -0.0006635196041315794, 0.2772020697593689, 0.5628206133842468, 0.5267910957336426]"
635,f394b98c-6070-41d8-9a9c-bd34ffe1c562.jpg,"['#taimetoit', '#soup', '#taimetoidu', '#strenghttraining', '#gymaddict', '#gym', '#exercise', '#lentilsoup', '#foodfollowers', '#veganprotein', '#foodporn', '#fitnessfollow', '#vegan', '#foodphotography', '#p', '#taimne', '#plantbased', '#quotes', '#travelgram', '#quoteoftheday', '#veganrecipes', '#foodblogger', '#follow', '#pureesoup', '#gymgirl', '#fitnessjourney', '#pumpkinsoup', '#food', '#recepies', '#fit']",[3.423302   0.         0.         ... 0.48342538 0.35164505 0.        ],635,"[0.20262715220451355, 0.41385626792907715, -0.19914741814136505, 0.5280182957649231, 0.44569024443626404, -0.027306487783789635, -0.6444075703620911, -0.48973822593688965, 0.27197474241256714, -0.48725229501724243]"
885,51f67c9f-d17d-42b1-bedb-c4210fa122c0.jpg,"['#parrotlover', '#homeofbirds', '#psittaculakrameri', '#yellowringneck', '#parrots', '#instaparrot', '#love', '#cockatiel', '#pappagallino', '#loveparrots', '#instabird', '#parrot', '#pappagalli', '#birdsofinstagram', '#pappagallini', '#lovebirds', '#parrocchettodalcollare', '#calopsite', '#birds', '#cocorite', '#indianringneck', '#parrocchetto', '#animals', '#parakeet', '#parrotsofinstagram', '#bird', '#ringneck', '#pappagallo', '#bhfyp']",[0.08703013 3.525747   1.1284204  ... 0.11509598 0.07042908 1.79166   ],885,"[0.16652850806713104, -0.5327057838439941, -0.4696821868419647, 0.3348398804664612, -0.12017162889242172, -0.9232979416847229, -0.7340617775917053, 0.3180481195449829, -0.2731913626194, -0.15122543275356293]"
982,f0360c6e-d1a6-4f98-836a-f3de10ef9d1c.jpg,"['#weddinginspiration', '#rocketi', '#portharcourtmainchics', '#davido', '#bigbrothernaijashineyaeye', '#gain', '#a', '#giftboxbenincity', '#iyavisibility', '#beninbridalshop', '#gainfollowers', '#nigeriawedding', '#rocket', '#foodtraybenincity', '#gainlikes', '#bbnaija', '#beningiftbox', '#bellanaijaweddings', '#giftbox', '#beninbride', '#beninfoodtray', '#hustlersquaregang', '#hustlersquare', '#wedding', '#bigbrothernaija', '#bbnaijashineyaeye', '#everythingbridals', '#weddingdress']",[0.13715729 0.         0.09943396 ... 0.01220303 0.         0.        ],982,"[-0.5356060862541199, -0.2225213497877121, -0.4188980460166931, 0.09218161553144455, 0.14879891276359558, 0.7000940442085266, -0.3742254376411438, -0.08214909583330154, -0.21196205914020538, -0.864004909992218]"
403,97ee78a7-e384-4ec2-a315-29ddff826a13.jpg,"['#dumplings', '#twins', '#babies']",[0.02367592 0.5653972  0.2510301  ... 0.8531725  0.07738159 1.656215  ],403,"[-0.07732027769088745, -0.151056706905365, 0.04766286164522171, 0.16205430030822754, -0.14493247866630554, -0.0934896469116211, -0.2018042653799057, 0.14374011754989624, 0.11908996850252151, -0.07246134430170059]"
779,20cdbcdd-d8bb-4870-a4d9-98353a04303c.jpg,"['#map', '#searchwondercollect', '#architecturelovers', '#europestyle', '#cbviews', '#alluring', '#kings', '#roamtheplanet', '#visitantwerp', '#loving', '#europe', '#streetart', '#wonderlust', '#theprettycities', '#streets', '#hello', '#moodygrams', '#architecture', '#amazing', '#sunrise', '#antwerp', '#iconic', '#villagestyle', '#momentsofmine', '#travel', '#voyaged']","[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00 2.5299072e-04
 3.9427087e-01]",779,"[0.5065231323242188, 0.45696526765823364, -0.59371417760849, -0.2309965193271637, -0.10541154444217682, -0.20142830908298492, 0.12239549309015274, 0.558276891708374, 0.08957665413618088, -0.6788327693939209]"
907,1f126b12-ec22-4952-821a-522c7952a967.jpg,"['#partyhenna', '#stainresults', '#hennainspire', '#iphonography', '#organichennasupplier', '#partyhennadesign', '#hennaartist', '#hennastain', '#malappuramkottakkal', '#mehendilove', '#organicmehndi', '#organichennamalappuram', '#weddinginspo', '#photooftheday', '#hennalove', '#mehendidesigns', '#hennapro', '#partyhennamehndi', '#organichenna', '#mehendi', '#organichennacones', '#hennadesigns', '#organichennastain', '#wedding', '#mehendidesign']",[0.4208359  0.13332422 0.         ... 0.         0.14026241 0.09349366],907,"[-0.5414400696754456, -0.09389307349920273, -0.36796507239341736, 0.4558778405189514, 0.2920655906200409, -0.28318968415260315, 0.17480115592479706, 0.7183368802070618, 0.08465823531150818, -0.5896320343017578]"
459,a2349193-e929-44a4-8078-476e4343ca00.jpg,"['#instagood', '#babyboy', '#family', '#bebe', '#babiesofinstagram', '#babygirl', '#babyshower', '#cutebaby', '#bhfyp', '#babyphotography', '#fashion', '#photography', '#instababy', '#love', '#kidsfashion', '#instagram', '#momlife', '#pregnant', '#babyfashion', '#baby', '#girl', '#handmade', '#babies', '#babymodel', '#newborn', '#babylove', '#motherhood', '#kids', '#beautiful', '#cute']",[0.9583048  0.00505699 0.8050083  ... 0.         0.39876252 0.0289501 ],459,"[-0.08550208806991577, -0.331120103597641, -0.11709772050380707, 0.4394001364707947, -0.2953037619590759, -0.23534120619297028, -0.4053212106227875, 0.46269890666007996, 0.5313146114349365, -0.2174322009086609]"
509,8ecf63f3-6547-4bce-8309-d22fdf2ef3a8.jpg,"['#cars', '#instacars', '#drawing', '#instacar', '#sketch', '#car']",[0.         0.74517846 0.4684688  ... 0.5763129  0.92747056 0.19325231],509,"[0.1721837967634201, -0.3590354919433594, 0.08338809758424759, -0.1195199266076088, 0.011294163763523102, -0.07734895497560501, 0.00604827469214797, -0.03345494344830513, 0.02699674852192402, -0.44625455141067505]"
361,04f49a68-0ad4-4085-b9d8-df5ac249cd47.jpg,"['#natural', '#travelphotography', '#naturephotography', '#nature', '#nofilter', '#instagram', '#instagood', '#photography', '#photoart', '#photos', '#purple', '#loveyourself', '#adobe', '#photogram', '#fleurs', '#naturelover', '#naturelovers', '#travelgram', '#lovequotes', '#traveling', '#canon', '#travel', '#photooftheday', '#flowers', '#veganlife', '#vegan', '#photo', '#photographer', '#love']",[0.         0.03844881 0.         ... 0.34256622 0.8988021  0.5255234 ],361,"[-0.22245179116725922, -0.029894113540649414, -0.1258254200220108, -0.2558230757713318, 0.4658750295639038, -0.29443472623825073, -0.3831412196159363, -0.3365768492221832, 0.6979189515113831, -0.4122406244277954]"
102,deb52e39-a47c-48bb-ad85-8b5a85c60f2e.jpg,"['#photooftheday', '#lgbtindia', '#transempowerment', '#womenempowerment', '#model', '#desigirl', '#igers', '#feelings', '#instalife', '#indian', '#instagood', '#transworld', '#outfitoftheday', '#instagram', '#fashionista', '#queer', '#trans', '#instafashion', '#transcommunity', '#photography', '#selfphotography', '#beautywithapurpose', '#selflove', '#bold', '#indianphotography', '#selfie', '#influencer', '#transwoman', '#picoftheday', '#love']",[0.42843166 0.         0.         ... 0.         0.01287563 0.29458353],102,"[-0.20022077858448029, -0.5235008597373962, 0.05415540561079979, 0.47614786028862, 0.4711495637893677, -0.0055544013157486916, 0.2607034146785736, 0.07843510806560516, 0.9905255436897278, 0.06305713951587677]"
814,1800b413-f8f0-42e3-a675-155ba1452edb.jpg,"['#doglife', '#animals', '#naturephotography', '#jeckrussel', '#funnydog']",[0.         0.5327846  0.19566795 ... 1.578543   0.18486317 0.        ],814,"[0.09019545465707779, -0.2102145552635193, 0.04956744238734245, -0.2467038929462433, 0.020103098824620247, -0.1974983513355255, -0.19150801002979279, 0.26975470781326294, 0.20100842416286469, -0.12876154482364655]"
77,48133030-6269-4518-9821-376584677566.jpg,"['#positivevibes', '#frenchriviera', '#dj', '#corse', '#goodvibes', '#vacances', '#galeria', '#instagram', '#sportaddict', '#fango', '#withlove', '#fitness', '#rando']",[0.2132101  0.6847229  0.03279545 ... 0.7930344  0.         0.        ],77,"[0.5865192413330078, -0.20979487895965576, -0.0046805813908576965, -0.006259995047003031, 0.3117835521697998, 0.229872465133667, -0.37047699093818665, 0.23576046526432037, 0.393910676240921, 0.09271887689828873]"
848,5f3f4df6-b6f6-4913-bde5-0296dd0df084.jpg,"['#pet', '#rhodesianridgeback', '#instagram', '#of', '#cats', '#ilovemydog', '#puppiesofinstagram', '#love', '#dogoftheday', '#doglife', '#puppies', '#dogstagram', '#puppy', '#dogslife', '#ridgeback', '#dogsofinsta', '#dogsofinstagram', '#doglove', '#doglover', '#dogs', '#instadog', '#doggo', '#puppylove', '#animals', '#petstagram', '#dog', '#cute', '#doglovers', '#petsofinstagram', '#pets']",[0.         0.         0.         ... 0.09862579 0.         0.7544057 ],848,"[0.3621805012226105, -0.412749707698822, 0.20892761647701263, -0.07772185653448105, -0.04812837392091751, -0.1740681231021881, -0.45280206203460693, 0.7729544639587402, 0.22367800772190094, 0.15934789180755615]"
658,550a7f10-cb52-4a15-9115-8c1435cec560.jpg,"['#follow', '#food', '#gumi']",[1.510333   0.03072468 0.         ... 1.6727921  0.7798204  0.        ],658,"[0.19630150496959686, 0.10085748136043549, 0.07627137750387192, 0.09389834105968475, 0.12099216133356094, -0.021891560405492783, -0.14427071809768677, 0.0880599170923233, 0.3508692979812622, -0.027411416172981262]"
50,d5c381f2-d8ff-4bf6-a350-153358d684b4.jpg,"['#workout', '#compression', '#rocketboy', '#gym', '#fitnesswear', '#sportwear', '#secondhandthailand', '#underarmour', '#fitness', '#workouttop']",[0.40140572 0.         0.         ... 0.4777339  0.         0.01882361],50,"[0.4206882119178772, -0.07762749493122101, 0.09707289189100266, 0.1373528391122818, 0.33079636096954346, 0.16171050071716309, -0.021245749667286873, -0.30208128690719604, 0.12884333729743958, 0.0567699559032917]"
750,44b17b43-902c-49cd-b445-6938421562d6.jpg,"['#new', '#royalpalace', '#WindsorUK', '#History', '#RoyalFamily', '#WindsorCastle', '#Castlesofinstagram', '#Eton', '#nowopen', '#crimsondrawingroom', '#RoyalHistory', '#WindsorandEton', '#VisitWindsor', '#TheQueen', '#semistaterooms', '#architecture', '#royal', '#Royal', '#Castle', '#georgeIV', '#Windsor', '#escapetheeveryday', '#Royalcastle']",[0.        0.1348658 0.        ... 0.        0.        0.       ],750,"[0.3842383623123169, -0.16876626014709473, 0.36933422088623047, 0.04555594176054001, 0.5287672877311707, 0.44510483741760254, 0.8146448135375977, 0.3413223922252655, -0.059827279299497604, -0.30172887444496155]"
771,6b85feaa-9e92-45e3-9236-9de16812d60e.jpg,"['#rabat', '#maroc', '#morocco', '#FASHION', '#or', '#homesweethome', '#homedecor', '#luxe', '#agadir', '#maison', '#luxury', '#dore', '#HOMEDESIGN', '#living', '#marble', '#LIVING', '#fashionista', '#architecture', '#decomaison', '#inspiration', '#tanger', '#casablanca', '#table', '#design', '#marbre', '#marrakech', '#furniture']",[1.2695525 0.1625155 0.        ... 0.        0.        0.       ],771,"[0.2646966576576233, -0.3493454158306122, -0.29052966833114624, 0.40947261452674866, -0.5206946730613708, 0.42686352133750916, 0.41199615597724915, 0.21884767711162567, 0.2359049767255783, -0.7034064531326294]"
951,6f836436-0adc-45bc-837c-1729ff87af56.jpg,"['#bhfyp', '#lashes', '#instamakeup', '#makeupartist', '#anastasiabeverlyhills', '#makeuplooks', '#makeupwedding', '#makeupwisuda', '#makeupideas', '#eyeshadow', '#wakeupandmakeup', '#makeuplover', '#beauty', '#maccosmetics', '#makeuptutorial', '#makeup', '#makeuplife', '#beautiful', '#makeuplook', '#photography', '#hudabeauty', '#love', '#weddingmakeup', '#wedding', '#bridalmakeup', '#mua', '#makeupoftheday', '#makeupbyme', '#makeupaddict', '#fashion']",[0.         0.49972475 0.7841454  ... 0.         0.15543406 0.4743583 ],951,"[-0.6321365237236023, -0.07562878727912903, 0.18497076630592346, 0.4373050928115845, 0.5688822269439697, -0.15458112955093384, 0.16624599695205688, 0.029291776940226555, 0.8986555337905884, -0.08148383349180222]"
518,f276f086-2874-4c2c-843c-53289d10ec02.jpg,"['#armenia', '#bmwlifestyle', '#bmwpower', '#bimmer', '#carlife', '#lifestyle', '#bmwe', '#bmwfan', '#bmwnation', '#pox', '#bmwm', '#bmwlovers', '#carclub', '#carlifestyle', '#e', '#cars', '#bmwlife', '#bmw', '#armeniancars', '#gpower', '#yerevan', '#m', '#bmwrepost', '#mpower', '#bmwgram', '#bmwmotorsport']",[0.         0.         0.26031208 ... 2.0817814  0.05746231 0.94504076],518,"[0.4093255400657654, -0.5312366485595703, 0.011078462935984135, 0.09290466457605362, -0.13915634155273438, -0.35547611117362976, -0.5175417065620422, -0.27959689497947693, -0.32950642704963684, -0.7346760034561157]"
293,5391b204-e7c8-402f-9b79-c5c00b7139df.jpg,"['#travelgram', '#nature', '#travelphotography', '#wanderlust', '#instatravel', '#instapic', '#beautiful', '#holiday', '#travel', '#adventure', '#photography', '#naturephotography', '#lehladakhdiaries', '#amazing', '#instacool', '#mountains', '#landscape', '#photooftheday', '#nofilter', '#love', '#lehladakh', '#instalike', '#explore', '#view', '#instagood', '#photo', '#bestoftheday', '#sky', '#leh', '#color']",[1.365993   0.44226822 0.3775144  ... 0.7891157  0.         0.42052895],293,"[0.20977863669395447, 0.18484479188919067, -0.1773306429386139, -0.46924206614494324, 0.5622685551643372, -0.10753830522298813, -0.12214973568916321, 0.014470182359218597, 0.8316121697425842, -0.1973041445016861]"
267,77b2c0a9-5ff4-46c2-b618-ad42c35bf90d.jpg,"['#europe', '#tourist', '#photography', '#beautifulldestinations', '#building', '#samsungs', '#travel', '#neverstopexploring']",[1.2565383  0.6383268  0.02106859 ... 1.0144377  0.17151637 1.814478  ],267,"[0.3285600543022156, 0.010826325044035912, -0.2365058809518814, -0.10921326279640198, -0.042792268097400665, -0.12927760183811188, 0.004193582572042942, 0.13140395283699036, 0.459005743265152, -0.3430854082107544]"
527,938839ab-fd0c-460e-8a1e-e6b43c39158f.jpg,"['#machines', '#oldtimerrestauration', '#classic', '#maschine', '#vintage', '#oldtimercars', '#classiccar', '#vintagecar', '#carphotography', '#tr', '#triumph', '#cars', '#classiccars', '#mechanic', '#oldtimerliebe', '#vintagecars', '#engineering', '#oldtimer', '#oldtimerlove']",[0.9291978  0.54012597 0.01723953 ... 0.         0.861985   0.32752132],527,"[0.17181305587291718, -0.26425930857658386, -0.07987403124570847, 0.2884937524795532, 0.027057498693466187, -0.6195542216300964, 0.32736071944236755, 0.1971922367811203, -0.2184705138206482, -0.6532636880874634]"
817,c2ef2125-f5c1-4cc9-9983-8b83e76a0246.jpg,"['#africa', '#nature', '#indianafricanwildlife', '#cuteanimals', '#travel', '#lionsofinstagram', '#discovery', '#disney', '#africanwildlife', '#animalsofinstagram', '#earth', '#natgeo', '#earthcapture', '#cub', '#tanzania', '#bigcatsofinstagram', '#bigcats', '#ourplanetdaily', '#animals', '#thelionking', '#lion', '#cute', '#earthfocus', '#lioncub', '#babyanimals', '#wildlifeofinstagram']",[0.         0.         0.00720257 ... 0.         0.         0.77765197],817,"[0.165106400847435, -0.4298557639122009, -0.580851674079895, -0.2500872015953064, 0.17663338780403137, -0.5376075506210327, -0.5140587091445923, 0.7919763922691345, 0.05642120540142059, 0.017523469403386116]"
793,5346b42f-d82d-4555-bd1c-c61161a066a8.jpg,"['#chicago', '#travel', '#skyscrapers', '#windycity', '#shadowwork', '#architecture', '#skyline', '#photography', '#city', '#sunset', '#architecturephotography', '#capture', '#illinois', '#urbanism', '#fujifilm']",[0.02044837 0.         1.3017476  ... 0.         0.         0.        ],793,"[0.30791032314300537, 0.23443827033042908, -0.09628257155418396, -0.11793206632137299, -0.16745160520076752, -0.4178670346736908, 0.17910514771938324, 0.05889754742383957, 0.5177541375160217, -0.4788704514503479]"
45,522f69b2-a2cb-45f8-89d8-fe2dc6453dcc.jpg,"['#followme', '#lifestyle', '#instadaily', '#mood', '#fitness', '#selfie', '#fotografia', '#bnw', '#painting', '#happy', '#portraiture', '#summer', '#instalike', '#artistsoninstagram', '#portraitmood', '#blackandwhite', '#illustration', '#digitalart', '#travel', '#nikon', '#sketch', '#modeling', '#cute', '#girl', '#artwork', '#naturephotography', '#travelphotography', '#life', '#vision', '#makeup']",[0.61199486 0.         0.         ... 0.         0.         0.05737326],45,"[0.19641438126564026, -0.0484713651239872, 0.40423837304115295, -0.3396655023097992, 0.13007567822933197, 0.0031133871525526047, 0.0421525314450264, -0.00024685694370418787, 1.1112858057022095, -0.4969927668571472]"
977,956a007d-b5eb-45be-b851-cbd5d368658c.jpg,"['#weddinginspiration', '#photogram', '#portraits', '#weddingphoto', '#weddingphotos', '#bridemaids', '#weddingportraitsession', '#weddingdecor', '#weddingstyle', '#bridesmaid', '#weddingportrait', '#photography', '#portrait', '#weddingphotographer', '#photoshoot', '#weddingphotography', '#weddingmakeup', '#photographer', '#wedding', '#portraitphotography', '#shifaumv', '#weddingdress', '#weddingflowers', '#weddingwear']",[0.25085476 0.08305504 0.02515198 ... 0.07399187 0.         0.00677795],977,"[-0.7497526407241821, -0.2139488160610199, -0.18512332439422607, 0.07320152968168259, 0.42762863636016846, 0.08585412800312042, 0.10962539911270142, -0.15408270061016083, 0.6313471794128418, -0.2256864607334137]"
